,Unnamed: 0_x,Unnamed: 0.1,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,H_forward_1_1,H_forward_1_2,H_forward_1_3,H_forward_2_1,H_forward_2_2,H_forward_2_3,H_forward_3_1,H_forward_3_2,H_forward_3_3,frame_id,head_3d_1,head_3d_2,head_3d_3,height,l_ear_3d_1,l_ear_3d_2,l_ear_3d_3,l_elbow_3d_1,l_elbow_3d_2,l_elbow_3d_3,l_eye_3d_1,l_eye_3d_2,l_eye_3d_3,l_foot_3d_1,l_foot_3d_2,l_foot_3d_3,l_hand_3d_1,l_hand_3d_2,l_hand_3d_3,l_hip_3d_1,l_hip_3d_2,l_hip_3d_3,l_knee_3d_1,l_knee_3d_2,l_knee_3d_3,l_shoulder_3d_1,l_shoulder_3d_2,l_shoulder_3d_3,neck_3d_1,neck_3d_2,neck_3d_3,person_id,pose_bb_1,pose_bb_2,pose_bb_3,pose_bb_4,r_ear_3d_1,r_ear_3d_2,r_ear_3d_3,r_elbow_3d_1,r_elbow_3d_2,r_elbow_3d_3,r_eye_3d_1,r_eye_3d_2,r_eye_3d_3,r_foot_3d_1,r_foot_3d_2,r_foot_3d_3,r_hand_3d_1,r_hand_3d_2,r_hand_3d_3,r_hip_3d_1,r_hip_3d_2,r_hip_3d_3,r_knee_3d_1,r_knee_3d_2,r_knee_3d_3,r_shoulder_3d_1,r_shoulder_3d_2,r_shoulder_3d_3,threshold,upper_bb_1,upper_bb_2,upper_bb_3,upper_bb_4,width,R_1,R_2,R_3,T_1,T_2,T_3,Unnamed: 0_y,position_x,position_y
10,6179,42523,1.0012791426281094,-0.000139612057712857,0.5279091604346061,0.0021750239450304674,1.0021021198423137,-2.3061806412291284,-3.587563441113226e-07,2.892759368961553e-06,1.0,0.9987288379634088,0.00014066313196920238,-0.526913707759211,-0.0021668633698121165,0.9979021765473732,2.3024865884162984,3.6456852098058576e-07,-2.8866404067235638e-06,1.0,4,743.0160000000002,445.862,0.97231,960,781.998,448.41,0.868242,779.53,583.924,0.90632,758.472,440.55800000000005,0.880942,844.716,808.186,0.8566379999999999,737.7439999999998,633.4540000000002,0.987784,800.235,633.41,0.766999,808.166,722.071,0.820147,800.283,510.941,0.8697229999999999,784.69,508.325,0.843367,6,703.8660000000001,430.221,844.716,808.186,0.0,0.0,0.0,758.7180000000002,555.264,0.315756,758.438,430.221,0.0825603,703.8660000000001,779.422,0.919524,737.8510000000001,550.091,0.773567,766.4789999999998,625.663,0.693994,729.909,706.46,0.692213,776.812,505.695,0.779096,0.8,737.7439999999998,430.221,800.283,633.4540000000002,1280,-0.00224585249089,-0.000154822686454,-0.0425186231732,0.00298159383237,-0.00277735386044,0.00169386982452,11147,715.5715,620.4195
11,6051,24866,1.010352590696116,0.002738962553991115,-4.7628685066562175,0.003272613155840215,1.007577704865846,-3.0409129242879085,7.3936959339019304e-06,2.979099169582795e-06,1.0,0.9897711011116196,-0.002704471713383384,4.705925543296384,-0.003236834430882673,0.9925226162919166,3.0027582347580264,-7.308423715017502e-06,-2.9368272604767963e-06,1.0,5,1061.0,401.397,0.916063,960,1095.04,391.069,0.920314,1152.28,510.93,0.894927,1071.39,385.963,0.966012,1076.7,683.045,0.4688479999999999,1139.19,568.339,0.917519,1097.53,560.45,0.8197540000000001,1089.71,641.3290000000002,0.692325,1139.22,445.792,0.813114,1100.14,445.682,0.8661629999999999,0,1008.73,385.963,1152.28,683.045,0.0,0.0,0.0,1050.58,487.58,0.539697,0.0,0.0,0.0,1008.73,672.5210000000002,0.751401,1029.66,484.879,0.628938,1050.65,552.678,0.889339,1011.46,612.6519999999998,1.03319,1066.22,443.206,0.8554620000000001,0.8,1029.66,385.963,1152.28,568.339,1280,-0.000277030747384,0.00350382062607,-0.126944333315,0.00567365158349,-0.00773418927565,-0.00455865263939,6795,1003.6160000000001,557.9209999999999
12,6103,24869,1.010352590696116,0.002738962553991115,-4.7628685066562175,0.003272613155840215,1.007577704865846,-3.0409129242879085,7.3936959339019304e-06,2.979099169582795e-06,1.0,0.9897711011116196,-0.002704471713383384,4.705925543296384,-0.003236834430882673,0.9925226162919166,3.0027582347580264,-7.308423715017502e-06,-2.9368272604767963e-06,1.0,5,318.034,406.737,0.391089,960,325.824,406.584,0.962633,299.744,482.24300000000005,0.984968,320.582,404.087,0.462736,377.976,633.5,1.10224,281.495,518.797,0.938337,310.221,526.599,0.7510640000000001,315.427,589.105,0.851949,320.688,432.827,0.911272,341.551,443.096,0.875858,2,281.495,404.087,377.976,636.0930000000002,354.582,414.487,0.108917,365.029,490.214,0.233645,0.0,0.0,0.0,318.04,636.0930000000002,0.931816,0.0,0.0,0.0,341.532,526.6419999999998,0.758003,323.194,583.957,0.736584,364.939,443.186,0.7862100000000001,0.8,281.495,404.087,365.029,526.6419999999998,1280,-0.000277030747384,0.00350382062607,-0.126944333315,0.00567365158349,-0.00773418927565,-0.00455865263939,924,274.959,522.7045
13,6133,24871,1.010352590696116,0.002738962553991115,-4.7628685066562175,0.003272613155840215,1.007577704865846,-3.0409129242879085,7.3936959339019304e-06,2.979099169582795e-06,1.0,0.9897711011116196,-0.002704471713383384,4.705925543296384,-0.003236834430882673,0.9925226162919166,3.0027582347580264,-7.308423715017502e-06,-2.9368272604767963e-06,1.0,5,385.755,365.11,0.997953,960,435.342,362.43,0.8661200000000001,445.62,529.156,0.704256,398.804,359.704,0.8693489999999999,398.812,826.4789999999998,0.809914,430.219,617.9,0.8655290000000001,451.066,597.023,0.5185609999999999,411.906,719.595,0.8267969999999999,430.117,427.5,0.882059,448.402,424.784,0.8710969999999999,4,385.73800000000006,359.704,544.783,826.4789999999998,0.0,0.0,0.0,0.0,0.0,0.0,385.73800000000006,362.194,0.413843,544.783,802.933,0.8127449999999999,0.0,0.0,0.0,492.67,589.118,0.626871,508.234,695.9910000000001,0.816868,466.712,414.495,0.7331270000000001,0.8,385.73800000000006,359.704,492.67,617.9,1280,-0.000277030747384,0.00350382062607,-0.126944333315,0.00567365158349,-0.00773418927565,-0.00455865263939,15619,389.741,589.1675
14,6163,24873,1.010352590696116,0.002738962553991115,-4.7628685066562175,0.003272613155840215,1.007577704865846,-3.0409129242879085,7.3936959339019304e-06,2.979099169582795e-06,1.0,0.9897711011116196,-0.002704471713383384,4.705925543296384,-0.003236834430882673,0.9925226162919166,3.0027582347580264,-7.308423715017502e-06,-2.9368272604767963e-06,1.0,5,659.5010000000002,443.122,0.915855,960,693.416,445.74,0.8259719999999999,698.559,547.447,0.825918,672.607,432.805,0.865617,651.695,740.3960000000002,0.87455,659.633,539.604,0.8846860000000001,690.799,591.645,0.79315,651.6569999999998,656.8919999999998,0.899705,696.0060000000002,487.509,0.933627,680.3760000000002,487.338,0.7897109999999999,5,651.6569999999998,432.714,698.6469999999998,740.3960000000002,0.0,0.0,0.0,0.0,0.0,0.0,656.9889999999998,432.714,0.738815,696.03,727.372,0.471638,0.0,0.0,0.0,693.408,589.165,0.5970810000000001,698.6469999999998,672.622,0.822311,675.1339999999999,484.883,0.71858,0.8,656.9889999999998,432.714,698.559,591.645,1280,-0.000277030747384,0.00350382062607,-0.126944333315,0.00567365158349,-0.00773418927565,-0.00455865263939,9640,638.7445,593.091
15,6052,15024,1.001725138059849,0.0006479868734064684,0.26729893803535393,0.0015194160297180214,1.0019232735693309,-1.4358671840664283,5.787071800473637e-07,3.4882789457453766e-06,1.0,0.9982838026933284,-0.0006447008218597116,-0.2677659050714705,-0.0015147171304071242,0.9980812432835132,1.4335169865433997,-5.724302484688561e-07,-3.4812126940946554e-06,1.0,6,1050.56,401.446,0.990075,960,1087.06,388.463,0.859979,1136.58,510.999,0.889933,1053.32,388.427,0.917678,0.0,0.0,0.0,1126.24,568.2869999999998,0.8661969999999999,1089.64,560.4590000000002,0.8216969999999999,1071.41,641.309,0.700313,1131.39,445.769,0.818745,1092.29,445.674,0.910629,0,1003.67,388.427,1136.58,680.3689999999998,0.0,0.0,0.0,1042.75,487.564,0.510293,0.0,0.0,0.0,1029.76,680.3689999999998,0.699501,1024.54,487.534,0.7696569999999999,1042.73,552.663,0.893832,1003.67,612.54,1.01325,1053.17,445.718,0.849435,0.8,1024.54,388.427,1136.58,568.2869999999998,1280,0.00463778525591,0.005360607523470001,-0.161844789982,0.00574251869693,0.00215434585698,-0.00109107198659,6804,986.702,526.6320000000002
16,6104,15025,1.001725138059849,0.0006479868734064684,0.26729893803535393,0.0015194160297180214,1.0019232735693309,-1.4358671840664283,5.787071800473637e-07,3.4882789457453766e-06,1.0,0.9982838026933284,-0.0006447008218597116,-0.2677659050714705,-0.0015147171304071242,0.9980812432835132,1.4335169865433997,-5.724302484688561e-07,-3.4812126940946554e-06,1.0,6,302.517,406.598,0.61553,960,320.648,406.614,0.94871,284.217,484.783,0.923528,305.131,403.97,0.5929949999999999,357.151,625.625,1.01412,278.824,521.414,0.927542,305.011,526.634,0.742663,297.1670000000001,589.085,0.856943,307.648,432.757,0.845333,325.891,440.534,0.854007,2,278.824,403.97,357.151,633.44,351.935,414.5,0.118514,354.531,492.7480000000001,0.260442,302.438,404.1230000000001,0.054889199999999985,323.22,633.44,0.8789549999999999,341.548,511.109,0.231414,331.126,526.581,0.6831470000000001,323.199,578.779,0.681863,346.694,440.595,0.7945770000000001,0.8,278.824,403.97,354.531,526.634,1280,0.00463778525591,0.005360607523470001,-0.161844789982,0.00574251869693,0.00215434585698,-0.00109107198659,921,275.006,496.6515
17,6134,15029,1.001725138059849,0.0006479868734064684,0.26729893803535393,0.0015194160297180214,1.0019232735693309,-1.4358671840664283,5.787071800473637e-07,3.4882789457453766e-06,1.0,0.9982838026933284,-0.0006447008218597116,-0.2677659050714705,-0.0015147171304071242,0.9980812432835132,1.4335169865433997,-5.724302484688561e-07,-3.4812126940946554e-06,1.0,6,367.588,365.038,0.925255,960,422.331,362.385,0.8857010000000001,424.927,531.886,0.72669,383.116,359.646,0.8893190000000001,393.677,829.034,0.787153,411.878,628.2,0.804768,435.369,599.605,0.4849850000000001,404.066,719.565,0.833141,419.673,427.495,0.859533,435.321,424.80300000000005,0.82999,4,365.066,359.646,531.936,829.034,0.0,0.0,0.0,0.0,0.0,0.0,365.066,359.76,0.5602090000000001,531.936,797.698,0.8369280000000001,0.0,0.0,0.0,474.522,591.698,0.605321,490.004,693.432,0.862783,453.61300000000006,411.952,0.698545,0.8,365.066,359.646,474.522,628.2,1280,0.00463778525591,0.005360607523470001,-0.161844789982,0.00574251869693,0.00215434585698,-0.00109107198659,15614,384.457,553.9704999999999
18,6164,15031,1.001725138059849,0.0006479868734064684,0.26729893803535393,0.0015194160297180214,1.0019232735693309,-1.4358671840664283,5.787071800473637e-07,3.4882789457453766e-06,1.0,0.9982838026933284,-0.0006447008218597116,-0.2677659050714705,-0.0015147171304071242,0.9980812432835132,1.4335169865433997,-5.724302484688561e-07,-3.4812126940946554e-06,1.0,6,654.196,445.635,0.916603,960,677.762,445.766,0.840773,683.051,547.425,0.780556,657.013,435.404,0.886338,617.898,737.862,0.8972040000000001,651.731,547.4119999999998,0.798439,677.803,591.741,0.8649290000000001,638.768,659.6419999999998,0.873259,680.428,487.489,0.952933,675.177,487.379,0.878698,5,617.898,435.342,698.6260000000002,779.5189999999999,0.0,0.0,0.0,677.818,539.684,0.336901,649.154,435.342,0.6665270000000001,698.6260000000002,779.5189999999999,0.925752,656.868,542.2080000000002,0.468284,690.845,591.77,0.61983,698.579,677.763,0.8635200000000001,662.217,487.344,0.72626,0.8,649.154,435.342,690.845,591.77,1280,0.00463778525591,0.005360607523470001,-0.161844789982,0.00574251869693,0.00215434585698,-0.00109107198659,9636,632.215,559.2075
19,6053,15989,1.011471478866486,0.015486869290635728,-7.3894483432159825,0.0008109538149151344,1.0217791164742238,-10.540285034580963,4.6979632824595855e-08,2.4301241472712743e-05,1.0,0.988918480156684,-0.015158805865045472,7.1477838901680215,-0.0007851557946247416,0.9786973322141233,10.30994697593508,-2.7378766532342894e-08,-2.3782848043701567e-05,1.0,7,1032.43,406.695,0.931295,960,1071.35,398.838,0.92757,1118.44,511.037,0.851168,1042.73,401.429,0.88285,1040.22,696.091,0.191251,1115.77,570.965,0.972643,1074.16,570.835,0.8799819999999999,1071.53,656.914,0.7250449999999999,1113.05,445.797,0.8449040000000001,1076.63,445.802,0.902143,0,995.833,398.838,1118.44,701.312,0.0,0.0,0.0,1029.76,490.011,0.542574,0.0,0.0,0.0,1008.92,701.312,0.914261,1011.52,492.698,0.364623,1029.62,555.354,0.905931,995.833,617.805,0.912886,1047.97,445.768,0.883066,0.8,1011.52,398.838,1118.44,570.965,1280,0.00387515011244,0.00159728270955,-0.121943302453,0.00712066655979,0.00841324217618,-0.00341927749105,6805,986.7075,520.117
20,6105,15988,1.011471478866486,0.015486869290635728,-7.3894483432159825,0.0008109538149151344,1.0217791164742238,-10.540285034580963,4.6979632824595855e-08,2.4301241472712743e-05,1.0,0.988918480156684,-0.015158805865045472,7.1477838901680215,-0.0007851557946247416,0.9786973322141233,10.30994697593508,-2.7378766532342894e-08,-2.3782848043701567e-05,1.0,7,302.281,406.714,0.25023,960,302.538,406.722,0.816349,279.05400000000003,484.804,0.951688,302.3540000000001,404.181,0.28946500000000003,320.62,633.419,0.669542,260.751,516.211,0.872182,294.582,529.195,0.720842,273.753,589.175,0.7596310000000001,299.857,440.524,0.918749,320.6090000000001,445.673,0.921959,2,260.751,404.181,344.106,633.4259999999998,336.19,406.775,0.184789,344.106,497.871,0.625341,0.0,0.0,0.0,323.159,633.4259999999998,0.8784129999999999,333.713,526.604,0.410402,323.26,529.274,0.8360219999999999,317.962,583.938,0.8057300000000001,338.852,445.774,0.934385,0.8,260.751,404.181,344.106,529.274,1280,0.00387515011244,0.00159728270955,-0.121943302453,0.00712066655979,0.00841324217618,-0.00341927749105,923,277.651,490.1045
21,6135,15992,1.011471478866486,0.015486869290635728,-7.3894483432159825,0.0008109538149151344,1.0217791164742238,-10.540285034580963,4.6979632824595855e-08,2.4301241472712743e-05,1.0,0.988918480156684,-0.015158805865045472,7.1477838901680215,-0.0007851557946247416,0.9786973322141233,10.30994697593508,-2.7378766532342894e-08,-2.3782848043701567e-05,1.0,7,359.701,367.581,0.915008,960,406.661,362.396,0.917716,406.596,537.038,0.846412,365.027,359.7390000000001,0.911877,391.029,841.998,0.8325020000000001,391.05300000000005,628.276,0.8240709999999999,424.973,604.817,0.576871,388.491,724.7139999999998,0.763637,406.626,427.496,0.888051,425.012,424.887,0.841944,4,354.533,359.7390000000001,523.967,841.998,0.0,0.0,0.0,479.699,508.261,0.0904511,354.533,362.269,0.650587,523.967,789.8580000000002,0.795654,0.0,0.0,0.0,466.529,594.33,0.633514,466.703,695.921,0.868297,445.849,419.747,0.699125,0.8,354.533,359.7390000000001,479.699,628.276,1280,0.00387515011244,0.00159728270955,-0.121943302453,0.00712066655979,0.00841324217618,-0.00341927749105,15616,381.8915,542.21
